_step,_timestamp,val-aux/alfworld/reward/std@2,val-aux/alfworld/reward/best@16/mean,training/epoch,response_length/mean,actor/kl_loss,prompt_length/min,timing_s/dump_rollout_generations,critic/rewards_teacher/min,diag/group_teacher_minus_on_reward_mean,val-aux/alfworld/reward/mean@1,timing_per_token_ms/gen,val-aux/alfworld/reward/worst@8/mean,global_seqlen/min,val-aux/alfworld/reward/best@16/std,actor/off_pg_loss,perf/throughput,response_length/max,val-core/alfworld/reward/best@94/std,val-aux/alfworld/reward/best@3/std,diag/exp_token_ratio,critic/rewards_sum/max,val-aux/alfworld/reward/worst@3/std,critic/rewards/max,exp_mask_ratio,val-aux/alfworld/reward/best@64/std,diag/entropy_onpolicy_token_std,val-aux/alfworld/reward/worst@94/mean,diag/teacher_adv_pos_ratio,diag/reward_teacher_mean,actor/on_pg_clipfrac_lower,val-core/alfworld/reward/mean@94,actor/on_pg_loss,response_length/clip_ratio,global_seqlen/balanced_max,prompt_length/mean,critic/rewards_teacher/mean,critic/advantages/min,val-aux/alfworld/reward/best@8/mean,critic/rewards_sum/mean,actor/grad_norm,val-aux/alfworld/reward/worst@2/mean,critic/returns/max,global_seqlen/max,actor/entropy_loss,val-aux/alfworld/reward/best@3/mean,diag/reward_onpolicy_mean,val-aux/alfworld/reward/worst@8/std,val-aux/alfworld/reward/best@32/std,diag/group_gap_count,diag/adv_onpolicy_sample_mean,luffy/tasks_with_partial_teacher,diag/adv_teacher_token_mean,actor/on_pg_clipfrac,luffy/total_onpolicy_kept,timing_s/adv,critic/returns/min,perf/mfu/actor,diag/group_teacher_minus_on_reward_std,diag/entropy_offpolicy_token_mean,actor/pg_loss,val-aux/alfworld/reward/worst@2/std,global_seqlen/mean,val-core/alfworld/reward/best@94/mean,val-aux/alfworld/reward/best@2/std,prompt_length/max,training/global_step,critic/advantages/mean,critic/score/max,diag/entropy_teacher_token_mean,timing_per_token_ms/update_actor,critic/rewards_last/mean,val-aux/alfworld/reward/best@32/mean,prompt_length/clip_ratio,perf/cpu_memory_used_gb,val-aux/alfworld/reward/worst@4/std,global_seqlen/minmax_diff,diag/entropy_onpolicy_token_mean,timing_s/reward,critic/rewards_onpolicy/max,perf/total_num_tokens,perf/time_per_step,response_length/min,diag/adv_onpolicy_token_mean,luffy/tasks_with_full_teacher,critic/rewards_last/min,timing_s/testing,critic/rewards_onpolicy/count,critic/rewards_onpolicy/mean,diag/teacher_token_ratio,critic/returns/mean,timing_per_token_ms/adv,timing_s/old_log_prob,actor/ppo_kl,val-aux/alfworld/reward/worst@94/std,val-aux/alfworld/reward/worst@32/std,timing_s/update_actor,diag/onpolicy_adv_pos_ratio,val-aux/alfworld/reward/worst@64/mean,_runtime,timing_s/ref,critic/advantages/max,perf/max_memory_reserved_gb,critic/rewards/mean,critic/rewards_last/max,critic/rewards_onpolicy/min,val-aux/alfworld/reward/std@94,val-aux/alfworld/reward/best@2/mean,luffy/onpolicy_replaced_by_teacher,val-aux/alfworld/reward/best@8/std,val-aux/alfworld/reward/mean@3,training/num_term_traj,critic/rewards_teacher/count,actor/kl_coef,timing_s/step,perf/max_memory_allocated_gb,timing_s/gen,val-aux/alfworld/reward/std@3,timing_per_token_ms/ref,val-aux/alfworld/reward/best@4/mean,critic/score/min,val-aux/alfworld/reward/worst@16/std,critic/rewards_sum/min,luffy/tasks_without_teacher,actor/lr,critic/rewards/min,val-aux/alfworld/reward/best@4/std,training/num_not_none_traj,val-aux/alfworld/reward/best@64/mean,critic/rewards_teacher/max,val-aux/alfworld/reward/mean@2,val-aux/alfworld/reward/worst@16/mean,val-aux/alfworld/reward/worst@3/mean,luffy/total_teacher_rollouts,diag/adv_teacher_sample_mean,val-aux/alfworld/reward/worst@4/mean,global_seqlen/balanced_min,val-aux/alfworld/reward/worst@64/std,critic/score/mean,val-aux/alfworld/reward/worst@32/mean,run_id,label,teacher_use_log_prob,teacher_sampling
11,1767932303.0201302,,,0,5143.53125,0.024656526744365692,275,0.1578361913561821,1.0,0.7321428571428572,,0.7234880241918198,,73204,,-0.13722868263721466,344.11657391602944,8877,,,0.010896575637161732,1,,1,0.005996242165565491,,0.4310702085494995,,1.0,1.0,0,,0.15190253034234047,0.015625,87617,332.3125,1.0,-0.935412585735321,,0.359375,1.8778733015060425,,2.4748666286468506,103850,0.1340118944644928,,0.2678571343421936,,,8.0,-0.02970445528626442,0.0,1.2733176946640015,0,56.0,0.08907265961170197,-0.935412585735321,0.2164839923705265,0.13243211584099399,0.35594335198402405,0.014673847705125809,,87613.5,,,470,11,-0.02995220571756363,1,0.35594335198402405,0.03116493981041582,0.359375,,0.109375,223.0666160583496,,30646,0.13156697154045105,0.0014340542256832123,1.0,350454,254.6041273251176,1349,-0.0443098284304142,8.0,0,,56.0,0.2678571343421936,0.010896575637161732,-0.02995220571756363,0.00025416362664344526,2.7381987906992435,0,,,10.921877816319466,0.2678571343421936,,3383.217111897,2.5195997022092342,2.4748666286468506,98.5,0.359375,1,0.0,,,8.0,,,17,8.0,0.001,254.6041273251176,64.70026397705078,238.1621287316084,,0.007189530443964784,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.1904289275407791,,87610,,0.359375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
12,1767932604.606814,,,0,5541.46875,0.04615471139550209,275,0.1692088469862938,1.0,0.7142857142857143,,0.7993571337644197,,86262,,-0.2504003569483757,313.5480939447897,9331,,,0.009271007962524891,1,,1,0.005241812206804752,,0.4066808819770813,,0.875,1.0,0,,0.18168123438954353,0.015625,94568,368.1875,1.0,-1.20761239528656,,0.375,1.822190523147583,,2.4748666286468506,99750,0.11460277438163757,,0.2857142984867096,,,8.0,-0.030661050230264664,0.0,1.6541301012039185,0,56.0,0.0957372710108757,-1.20761239528656,0.22375125369895243,0.31943828249996997,0.30449721217155457,-0.06871912255883217,,94554.5,,,470,12,-0.02705429308116436,1,0.30449721217155457,0.031082428248466114,0.375,,0.21875,223.24965286254883,,13488,0.11282578110694885,0.0013740956783294678,1.0,378218,301.5629877075553,725,-0.04278641939163208,8.0,0,,56.0,0.2857142984867096,0.009271007962524891,-0.02705429308116436,0.0002531272203091225,3.1318447962403297,0,,,11.755933847278357,0.1607142835855484,,3667.4094131,2.898533023893833,2.4748666286468506,98.5,0.375,1,0.0,,,8.0,,,17,8.0,0.001,301.5629877075553,64.70026397705078,283.49520491808653,,0.007663657001765736,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.16407111287117004,,94543,,0.375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
13,1767932888.7990935,,,0,5184.09375,0.0750919058918953,275,0.19366101175546646,1.0,0.5,,0.7850597058311396,,41357,,-0.16070562973618507,313.61781773559176,15010,,,0.008089649491012096,1,,1,0.002668119268491864,,0.39798733592033386,,0.875,1.0,0,,0.212158078327775,0.015625,89127,386.125,1.0,-2.4748666286468506,,0.5625,2.094836950302124,,2.4748666286468506,150924,0.11040300875902176,,0.5,,,8.0,-0.01874813251197338,0.0,1.172106385231018,0,56.0,0.09898081794381142,-2.4748666286468506,0.16571975400602773,0.3030457633656632,0.2901502251625061,0.05145244859158993,,89123.5,,,708,13,-0.030116861686110497,1,0.2901502251625061,0.04323562598130076,0.5625,,0.109375,223.84176635742188,,109567,0.10893704742193222,0.0020664744079113007,1.0,356494,284.17868807166815,802,-0.03992174193263054,8.0,0,,56.0,0.5,0.008089649491012096,-0.030116861686110497,0.0002776507260818174,4.341176565736532,0,,,15.413241248577833,0.375,,4004.844165912,3.6400556676089764,2.4748666286468506,98.5,0.5625,1,0.0,,,8.0,,,31,8.0,0.001,284.17868807166815,64.73850679397583,260.46867932006717,,0.010210706681203545,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09461431205272675,,89120,,0.5625,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
14,1767933226.2334435,,,0,5324.953125,0.02550855465233326,275,0.18592436239123344,1.0,0.625,,0.934186614136326,,28777,,0.0,270.3308253544889,12699,,,0.00695722084492445,1,,1,0.0027572845574468374,,0.40425777435302734,,0.875,1.0,0,,0.25208780169487,0.015625,91219,375.953125,1.0,-2.4748666286468506,,0.453125,2.154425621032715,,2.4748666286468506,149351,0.11153925210237503,,0.375,,,8.0,-0.02345365844666958,0.0,1.2757030725479126,0,56.0,0.10476896911859512,-2.4748666286468506,0.2121231790944213,0.3345534641999142,0.2659373879432678,0.25208780169487,,91214.5,,,737,14,-0.03213028237223625,1,0.2659373879432678,0.0341905530782219,0.453125,,0.109375,224.0318145751953,,120574,0.11045754700899124,0.0020465441048145294,1.0,364858,337.4180501997471,532,-0.04129291698336601,8.0,0,,56.0,0.375,0.00695722084492445,-0.03213028237223625,0.00028714998470252845,3.2828749120235443,0,,,12.474696815013885,0.25,,4278.849570298,2.982315517961979,2.4748666286468506,98.5,0.453125,1,0.0,,,8.0,,,25,8.0,0.001,337.4180501997471,64.73850679397583,318.3679955378175,,0.008173907432376374,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.11650165170431137,,91211,,0.453125,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
15,1767933500.239245,,,0,5354.546875,0.015729870647192,275,0.17568863183259964,1.0,0.6607142857142857,,0.7492602474270671,,64129,,-0.30128752440214157,333.2946405493186,10469,,,0.007391498424112797,1,,1,0.0035918073263019323,,0.40779200196266174,,1.0,1.0,0,,-0.0035634730011224747,0.015625,91328,352.875,1.0,-2.4748666286468506,,0.421875,2.4743635654449463,,2.4748666286468506,136151,0.11558722704648972,,0.3392857015132904,,,8.0,-0.029135635122656822,0.0,1.3662649393081665,0,56.0,0.10046172142028809,-2.4748666286468506,0.22891424603797267,0.27606472917393404,0.25061142444610596,-0.30485099740326405,,91318.75,,,550,15,-0.037130262702703476,1,0.25061142444610596,0.030951012660489257,0.421875,,0.109375,224.44858169555664,,72022,0.11458176374435425,0.002291850745677948,1.0,365275,273.9880540817976,649,-0.047580696642398834,8.0,0,,56.0,0.3392857015132904,0.007391498424112797,-0.037130262702703476,0.00027503037826374124,3.0225577652454376,0,,,11.305631149560213,0.3392857015132904,,4560.46757579,2.600742846727371,2.4748666286468506,98.5,0.421875,1,0.0,,,8.0,,,23,8.0,0.001,273.9880540817976,64.73850679397583,256.76474345102906,,0.007119958515440069,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.11781659722328186,,91308,,0.421875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
16,1767933781.857242,,,0,4747.96875,0.034931279718875885,275,0.19946474954485893,1.0,0.5178571428571429,,0.8647721869469583,,23664,,-0.020088201388716698,291.2193597861775,12595,,,0.006999703589826822,1,,1,0.0024980739690363407,,0.4110410511493683,,0.75,1.0,0,,0.2267165519297123,0.015625,82016,377.59375,1.0,-2.4748666286468506,,0.546875,2.886312961578369,,1.6201815605163574,121503,0.11136551946401596,,0.4821428656578064,,,8.0,-0.016213970258831978,0.0,1.168177843093872,0,56.0,0.09584738314151764,-2.4748666286468506,0.1881703786149901,0.3707239195004767,0.2824297249317169,0.2066283505409956,,82009.0,,,709,16,-0.030410172417759895,1,0.2824297249317169,0.03790768401070385,0.546875,,0.109375,224.81746292114258,,97839,0.11015967279672623,0.0016762688755989075,1.0,328036,281.60559126362205,318,-0.03885907679796219,8.0,0,,56.0,0.4821428656578064,0.006999703589826822,-0.030410172417759895,0.0002921855623819265,3.159916240721941,0,,,12.435085032135248,0.2321428507566452,,4804.085142093,2.918259058147669,1.6201815605163574,98.5,0.546875,1,0.0,,,8.0,,,33,8.0,0.001,281.60559126362205,64.73850679397583,262.77832444757223,,0.008896154867598888,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09664783626794815,,82006,,0.546875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
17,1767934025.4747334,,,0,4703.03125,0.06117910519242287,275,0.16871190071105957,1.0,0.5892857142857143,,0.756737715671757,,69268,,-0.020088201388716698,332.409888744622,11741,,,0.01147531159222126,1,,1,0.00439270306378603,,0.4511222243309021,,1.0,1.0,0,,-0.03527483902871609,0.015625,80980,357.796875,1.0,-2.4748666286468506,,0.484375,2.098555088043213,,2.4748666286468506,91205,0.1393369436264038,,0.4107142984867096,,,8.0,-0.029033320024609566,0.0,1.471192717552185,0,56.0,0.09551218524575233,-2.4748666286468506,0.2110581373161062,0.31491414443836424,0.3582852780818939,-0.055363040417432785,,80973.25,,,545,17,-0.03306586667895317,1,0.3582852780818939,0.03189259840139699,0.484375,,0.109375,225.0461311340332,,21937,0.1367952823638916,0.0018473044037818909,1.0,323893,243.59458831325173,999,-0.05052808299660683,8.0,0,,56.0,0.4107142984867096,0.01147531159222126,-0.03306586667895317,0.0002948880810815681,2.6817289106547832,0,,,10.329789374023676,0.4107142984867096,,5168.884329768,2.5258690677583218,2.4748666286468506,98.5,0.484375,1,0.0,,,8.0,,,28,8.0,0.001,243.59458831325173,64.73850679397583,227.7735119909048,,0.007798467604296239,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.18006956577301025,,80968,,0.484375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
18,1767934390.273871,,,0,5527.09375,0.0604650042951107,275,0.21612557023763657,1.0,0.4489795918367347,,0.9762078324677934,,70533,,-0.12274101562798023,261.11939928084354,12729,,,0.006001684814691544,1,,1,0.0024705352261662483,,0.3731998801231384,,0.8571428656578064,1.0,0,,0.03923459351062775,0.015625,95263,426.171875,1.0,-1.6201815605163574,,0.5625,2.072347402572632,,1.6201815605163574,119309,0.09638123959302902,,0.5087719559669495,,,7.0,-0.006431700196117163,0.0,0.9664682149887085,0,57.0,0.11249479278922081,-1.6201815605163574,0.21575763279914967,0.26920216241373307,0.3167143762111664,-0.08350642211735249,,95252.25,,,698,18,-0.02690785564482212,1,0.3167143762111664,0.03341115722063121,0.5625,,0.109375,225.43955993652344,,48776,0.0950508862733841,0.0019237138330936432,1.0,381009,364.784272108227,483,-0.032905783504247665,7.0,0,,57.0,0.5087719559669495,0.006001684814691544,-0.02690785564482212,0.0002952549488049385,3.310514707118273,0,,,12.729951601475477,0.38596490025520325,,5382.675059882,3.0786935202777386,1.6201815605163574,98.5703125,0.5625,1,0.0,,,7.0,,,32,7.0,0.001,364.784272108227,64.73850679397583,345.31790141016245,,0.008080369545805318,,0,,0,1.0,1e-06,0,,64,,1.0,,,,7.0,0.07578198611736298,,95243,,0.5625,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
19,1767934604.0645356,,,0,3826.375,0.02361208386719227,275,0.1535845510661602,1.0,0.5892857142857143,,0.819660484970793,,43134,,-0.05314844101667404,309.74510673355724,9003,,,0.010506844148039818,1,,1,0.004245314281433821,,0.48409321904182434,,1.0,1.0,0,,0.20023012161254883,0.015625,66220,312.078125,1.0,-2.4748666286468506,,0.484375,2.2207443714141846,,2.4748666286468506,119775,0.15660372376441956,,0.4107142984867096,,,8.0,-0.028518464416265488,0.0,1.6486881971359253,0,56.0,0.08574937656521797,-2.4748666286468506,0.2111680068600011,0.28959419178976525,0.24943341314792633,0.1470816805958748,,66215.25,,,467,19,-0.043985139578580856,1,0.24943341314792633,0.03213499617122196,0.484375,,0.109375,225.5159568786621,,76641,0.15561802685260773,0.001247301697731018,1.0,264861,213.7733528651297,557,-0.06195864453911781,8.0,0,,56.0,0.4107142984867096,0.010506844148039818,-0.043985139578580856,0.0003237523703573496,2.276610866189003,0,,,8.51130722090602,0.4107142984867096,,5624.618919124,2.0023502334952354,2.4748666286468506,98.5703125,0.484375,1,0.0,,,8.0,,,26,8.0,0.001,213.7733528651297,64.73850679397583,200.72501684352756,,0.007560004053051357,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.15131986141204834,,66205,,0.484375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
20,1767934846.0085554,,,0,4114.0,0.06852392852306366,275,0.16965624317526817,1.0,0.4107142857142857,,0.8573920320444204,,57376,,-0.14520420506596565,296.20981176677884,11694,,,0.007295971270650625,1,,1,0.0024522568564862013,,0.45294198393821716,,0.875,1.0,0,,0.15850813314318657,0.015625,71661,364.6875,1.0,-2.4748666286468506,,0.640625,1.6174272298812866,,1.6201815605163574,96535,0.13916173577308655,,0.5892857313156128,,,8.0,-0.01415659673511982,0.0,0.8269239664077759,0,56.0,0.08881671726703644,-2.4748666286468506,0.1830474229216437,0.3229132378575915,0.2641804814338684,0.013303928077220917,,71659.0,,,546,20,-0.03621269762516022,1,0.2641804814338684,0.036824066817567495,0.640625,,0.109375,226.1510887145996,,39159,0.13824288547039032,0.0014664456248283386,1.0,286636,241.91973781213164,553,-0.04255639389157295,8.0,0,,56.0,0.5892857313156128,0.007295971270650625,-0.03621269762516022,0.00030985890560514533,2.7412822134792805,0,,,10.555103216320276,0.4642857015132904,,5935.9562296,2.5996086969971657,1.6201815605163574,98.5703125,0.640625,1,0.0,,,8.0,,,38,8.0,0.001,241.91973781213164,64.73850679397583,225.7478924691677,,0.009069372643342656,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.0857904702425003,,71657,,0.640625,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
21,1767935157.3458765,,,0,4964.71875,0.14415155351161957,275,0.17430491000413895,1.0,0.5714285714285714,,0.9172052420782352,,74258,,-0.09205576777458191,275.8203554592145,12395,,,0.007093805819749832,1,,1,0.002687428379431367,,0.4350036680698395,,1.0,1.0,0,,0.040310658514499664,0.015625,85876,402.09375,1.0,-1.6201815605163574,,0.5,1.9094617366790771,,1.6201815605163574,99215,0.12767696380615234,,0.4285714328289032,,,8.0,-0.0183597169816494,0.0,1.0308603048324585,0,56.0,0.1043437086045742,-1.6201815605163574,0.18129306110020488,0.20203050891044216,0.3539591431617737,-0.051745109260082245,,85869.0,,,710,21,-0.04209619387984276,1,0.3539591431617737,0.038067696681323926,0.5,,0.109375,226.37884140014648,,24957,0.12606029212474823,0.003002893179655075,1.0,343476,311.32220048457384,1519,-0.04976191371679306,8.0,0,,56.0,0.4285714328289032,0.007093805819749832,-0.04209619387984276,0.0003037874803612893,3.4257553704082966,0,,,13.075340185314417,0.4285714328289032,,6246.808912274,3.086801216006279,1.6201815605163574,98.5703125,0.5,1,0.0,,,8.0,,,26,8.0,0.001,311.32220048457384,64.73850679397583,291.4346280284226,,0.008986948770820317,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.1333235800266266,,85856,,0.5,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
22,1767935468.1984737,,,0,4712.875,0.11153999716043472,275,0.16197669506072998,1.0,0.5510204081632654,,0.9729734735099849,,43316,,-0.16067010909318924,261.76782194946145,10417,,,0.008205580525100231,1,,1,0.003527811961248517,,0.45035409927368164,,0.8571428656578064,1.0,0,,0.23011587373912334,0.015625,81375,372.546875,1.0,-2.4748666286468506,,0.484375,1.6355024576187134,,1.6201815605163574,136578,0.1378243863582611,,0.42105263471603394,,,7.0,-0.020189326256513596,0.0,1.1705583333969116,0,57.0,0.08890926837921143,-2.4748666286468506,0.19404718204401217,0.3187857010574145,0.347243994474411,0.0694457646459341,,81366.75,,,545,22,-0.03704116493463516,1,0.347243994474411,0.03537117376198206,0.484375,,0.109375,226.51690292358398,,93262,0.13609176874160767,0.0014539919793605804,1.0,325467,310.8355694524944,478,-0.0470321960747242,7.0,0,,57.0,0.42105263471603394,0.008205580525100231,-0.03704116493463516,0.00027317444895860846,3.017054308205843,0,,,11.512149810791016,0.2982456088066101,,6553.474755001,2.5636698119342327,1.6201815605163574,98.791015625,0.484375,1,0.0,,,7.0,,,26,7.0,0.001,310.8355694524944,64.73850679397583,293.47215097397566,,0.007876896311866433,,0,,0,1.0,1e-06,0,,64,,1.0,,,,7.0,0.13066096603870392,,81360,,0.484375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
23,1767935774.8643994,,,0,5381.21875,0.06837980449199677,275,0.17335016280412674,1.0,0.5535714285714286,,0.8353820161085396,,59085,,-0.03068525530397892,301.6567984560197,10343,,,0.006213740911334753,1,,1,0.003067097859457135,,0.40814414620399475,,0.875,1.0,0,,0.053238335996866226,0.015625,92505,400.234375,1.0,-1.6201815605163574,,0.515625,1.4851784706115723,,2.4748666286468506,119440,0.11343857645988464,,0.4464285671710968,,,8.0,-0.019681062549352646,0.0,1.2535291910171509,0,56.0,0.09160755574703217,-1.6201815605163574,0.20944273856601017,0.29827309086589404,0.26756858825683594,0.022553080692887306,,92503.25,,,559,23,-0.03300066664814949,1,0.26756858825683594,0.033806914577724785,0.515625,,0.109375,226.65961456298828,,60355,0.11247488856315613,0.0021602027118206024,1.0,370013,306.6506389826536,509,-0.04104481264948845,8.0,0,,56.0,0.4464285671710968,0.006213740911334753,-0.03300066664814949,0.00024757928977368947,3.2636865116655827,0,,,12.50899788364768,0.3214285671710968,,6773.327473291,2.8904274702072144,2.4748666286468506,98.791015625,0.515625,1,0.0,,,8.0,,,27,8.0,0.001,306.6506389826536,64.73850679397583,287.7038955837488,,0.007811691670852684,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09580535441637039,,92501,,0.515625,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
24,1767935994.717029,,,0,3748.90625,0.06566674262285233,275,0.1621631644666195,1.0,0.375,,0.8545333538908562,,51758,,-0.07185385748744011,295.2827483678063,8132,,,0.010811486281454563,1,,1,0.004779628477990627,,0.5060579776763916,,1.0,1.0,0,,0.28995981253683567,0.015625,64921,308.140625,1.0,-2.4748666286468506,,0.671875,1.7157537937164307,,1.20761239528656,81973,0.16787375509738922,,0.625,,,8.0,-0.015229130163788795,0.0,0.7174142003059387,0,56.0,0.07993092760443687,-2.4748666286468506,0.17822537275588665,0.18813667415808463,0.3456389009952545,0.21810595504939556,,64912.75,,,348,24,-0.05461456626653671,1,0.3456389009952545,0.03652107095298387,0.671875,,0.109375,226.88359451293945,,30215,0.16593080759048462,0.0030604414641857147,1.0,259651,219.83251767605543,697,-0.06305257230997086,8.0,0,,56.0,0.625,0.010811486281454563,-0.05461456626653671,0.0003078398604451239,2.745915215462446,0,,,9.482732594013214,0.625,,7064.07242341,2.312662411481142,1.20761239528656,98.791015625,0.671875,1,0.0,,,8.0,,,37,8.0,0.001,219.83251767605543,64.73850679397583,205.02818759903312,,0.008906811109840294,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.08695165812969208,,64903,,0.671875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
25,1767936285.4619946,,,0,4906.140625,0.12540142238140106,275,0.16769533976912498,1.0,0.48979591836734687,,0.87045953934625,,73417,,0.0,289.8051295012001,9643,,,0.007353667169809341,1,,1,0.003567852545529604,,0.454447478055954,,1.0,1.0,0,,-0.13723134621977806,0.015625,84257,359.65625,1.0,-1.6201815605163574,,0.5,1.679614782333374,,0.935412585735321,94760,0.13798603415489197,,0.4385964870452881,,,7.0,-0.010888312011957169,0.0,0.7837013006210327,0,57.0,0.08595700934529305,-1.6201815605163574,0.19738230553290909,0.10406162272638333,0.2895268499851227,-0.13723134621977806,,84252.75,,,469,25,-0.03816341236233711,1,0.2895268499851227,0.03407430375471392,0.5,,0.109375,227.29687881469727,,21343,0.13686339557170868,0.001377936452627182,1.0,337011,290.7220798507333,958,-0.04425190016627312,7.0,0,,57.0,0.4385964870452881,0.007353667169809341,-0.03816341236233711,0.00025505698432779064,2.9183855913579464,0,,,11.483415182679892,0.4385964870452881,,7371.861635181,2.7304995208978653,0.935412585735321,98.791015625,0.5,1,0.0,,,7.0,,,28,7.0,0.001,290.7220798507333,64.73850679397583,273.3182021379471,,0.008102108005073619,,0,,0,1.0,1e-06,0,,64,,1.0,,,,7.0,0.07665710896253586,,84247,,0.5,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
26,1767936593.2513132,,,0,5011.171875,0.09830279648303986,275,0.1883854642510414,1.0,0.5918367346938777,,0.9017082536666403,,59992,,-0.14061741530895233,278.86094004786037,12728,,,0.007938512600958347,1,,1,0.0029632216319441795,,0.46391761302948,,0.7142857313156128,1.0,0,,0.03953915648162365,0.015625,85849,352.984375,1.0,-1.20761239528656,,0.421875,0.8654156923294067,,2.4748666286468506,120759,0.143454447388649,,0.35087719559669495,,,7.0,-0.021517448127269745,0.0,1.7242326736450195,0,57.0,0.0956103503704071,-1.20761239528656,0.19730361255664516,0.41424047204458037,0.2980067729949951,-0.10107825882732868,,85826.5,,,697,26,-0.016104381531476974,1,0.2980067729949951,0.03523798871856565,0.421875,,0.109375,227.6788101196289,,60767,0.1422177255153656,0.001806359738111496,1.0,343306,307.77526599913836,545,-0.030030623078346252,7.0,0,,57.0,0.35087719559669495,0.007938512600958347,-0.016104381531476974,0.00027849892041038345,3.308810256421566,0,,,12.097412955015898,0.10526315867900848,,7634.438725368,2.870486505329609,2.4748666286468506,98.791015625,0.421875,1,0.0,,,7.0,,,22,7.0,0.001,307.77526599913836,64.73850679397583,289.19136257469654,,0.008361305964153288,,0,,0,1.0,1e-06,0,,64,,1.0,,,,7.0,0.1594163030385971,,85809,,0.421875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
27,1767936855.828366,,,0,4627.234375,0.1392367035150528,275,0.20061776041984558,1.0,0.4464285714285714,,0.8260745013734067,,46792,,0.0,304.52563380125804,11373,,,0.00984659418463707,1,,1,0.003813399700447917,,0.46307626366615295,,0.875,1.0,0,,-0.02661149948835373,0.015625,79960,370.046875,1.0,-2.4748666286468506,,0.609375,1.3496112823486328,,1.20761239528656,106272,0.1412586122751236,,0.5535714030265808,,,8.0,-0.01613771542906761,0.0,0.8648436069488525,0,56.0,0.11246458441019058,-2.4748666286468506,0.1887469781993361,0.2519059996368908,0.38302871584892273,-0.02661149948835373,,79956.5,,,575,27,-0.03744335472583771,1,0.38302871584892273,0.037069426898859746,0.609375,,0.109375,227.87616348266602,,59480,0.13885433971881866,0.001471925526857376,1.0,319826,262.56081959977746,436,-0.046416155993938446,8.0,0,,56.0,0.5535714030265808,0.00984659418463707,-0.03744335472583771,0.00035164303218059376,2.9743870347738266,0,,,11.855766527354717,0.4285714328289032,,8062.455577335,2.7629869244992733,1.20761239528656,98.791015625,0.609375,1,0.0,,,8.0,,,36,8.0,0.001,262.56081959977746,64.73850679397583,244.63618106022477,,0.008639031612499525,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09226053953170776,,79952,,0.609375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
